birthdate,combine_bench,combine_broad_jump,combine_cone,combine_shuttle,combine_vert,combine_year,draft_pick,forty_yd,height,height.1,player_link,player_name,position,weight
1985-01-18 00:00:00,,,,,,,211.0,,,,/players/G/GarnNa20.htm,Nate Garner,OL,
1988-05-06 00:00:00,,,,,,,223.0,,,,/players/S/StanR.00.htm,R.J. Stanford,DB,
1978-12-13 00:00:00,,,,,,,,,,,/players/D/DennJo20.htm,John Denney,DL,
1985-11-25 00:00:00,,,,,,,,,,,/players/C/CarpDa44.htm,Dan Carpenter,K,
1984-05-21 00:00:00,0.0,0.0,0.0,0.0,0.0,2007.0,225.0,5.26,77.0,,/players/F/FielBr20.htm,Brandon Fields,P,239.0
1988-12-23 00:00:00,,,,,,,,,,,/players/S/SamuJo00.htm,Josh Samuda,OL,
1983-12-20 00:00:00,40.0,101.0,7.75,4.72,28.5,2007.0,39.0,5.1,75.0,,/players/B/BlalJu20.htm,Justin Blalock,OL,320.0
1985-05-30 00:00:00,28.0,0.0,0.0,0.0,0.0,2008.0,21.0,5.5,77.0,,/players/B/BakeSa21.htm,Sam Baker,OL,309.0
1981-10-17 00:00:00,24.0,100.0,8.09,4.88,30.0,2004.0,,5.51,79.0,,/players/C/ClabTy20.htm,Tyson Clabo,OL,315.0
1985-05-17 00:00:00,0.0,0.0,7.4,4.51,0.0,2008.0,3.0,4.89,77.0,,/players/R/RyanMa00.htm,Matt Ryan,QB,228.0
1977-02-16 00:00:00,,,,,,,237.0,,,,/players/M/McClTo20.htm,Todd McClure,OL,
1981-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,2005.0,27.0,4.46,73.0,,/players/W/WhitRo00.htm,Roddy White,WR,207.0
1989-02-03 00:00:00,17.0,135.0,6.66,4.25,38.5,2011.0,6.0,4.34,75.0,,/players/J/JoneJu02.htm,Julio Jones,WR,220.0
1976-02-27 00:00:00,,,,,,,13.0,,,,/players/G/GonzTo00.htm,Tony Gonzalez,TE,
1987-07-01 00:00:00,19.0,94.0,7.87,4.88,22.0,2009.0,156.0,5.32,80.0,,/players/R/ReynGa20.htm,Garrett Reynolds,OL,309.0
1984-09-16 00:00:00,0.0,120.0,6.57,4.12,31.0,2008.0,84.0,4.51,71.0,,/players/D/DougHa00.htm,Harry Douglas,WR,176.0
1982-02-13 00:00:00,22.0,114.0,7.5,4.15,31.0,2004.0,154.0,4.49,70.0,,/players/T/TurnMi00.htm,Michael Turner,RB,237.0
1990-02-06 00:00:00,0.0,113.0,7.31,4.26,33.0,2011.0,145.0,4.59,66.0,,/players/R/RodgJa00.htm,Jacquizz Rodgers,RB,196.0
1981-09-14 00:00:00,28.0,117.0,7.45,4.18,32.0,2004.0,,4.68,72.0,,/players/P/PoliLo00.htm,Lousaka Polite,RB,246.0
1988-01-18 00:00:00,,,,,,,,,,,/players/P/PalmMi00.htm,Michael Palmer,TE,
1989-06-09 00:00:00,18.0,0.0,0.0,0.0,0.0,2012.0,55.0,5.16,77.0,,/players/K/KonzPe00.htm,Peter Konz,OL,314.0
1989-01-04 00:00:00,,,,,,,,,,,/players/D/DaviDr00.htm,Drew Davis,WR,
1983-12-29 00:00:00,0.0,111.0,7.06,4.37,30.0,2007.0,244.0,4.79,71.0,,/players/S/SnelJa00.htm,Jason Snelling,RB,230.0
1988-03-20 00:00:00,,,,,,,,,,,/players/C/ConeKe00.htm,Kevin Cone,WR,
1988-05-08 00:00:00,,,,,,,,,,,/players/G/GallTo00.htm,Tommy Gallarda,TE,
1987-04-02 00:00:00,0.0,91.0,8.15,5.01,25.0,2010.0,98.0,5.37,77.0,,/players/J/JohnMi23.htm,Mike Johnson,OL,312.0
1985-03-19 00:00:00,0.0,122.0,6.85,4.27,35.5,2008.0,98.0,4.5,73.0,,/players/D/DeCoTh99.htm,Thomas DeCoud,DB,207.0
1987-12-29 00:00:00,34.0,123.0,6.99,4.38,40.0,2010.0,19.0,4.62,73.0,,/players/W/WeatSe99.htm,Sean Weatherspoon,LB,239.0
1983-05-01 00:00:00,29.0,110.0,7.29,4.45,33.5,2007.0,109.0,4.64,73.0,,/players/N/NichSt99.htm,Stephen Nicholas,LB,232.0
1985-05-18 00:00:00,16.0,123.0,6.81,4.26,37.0,2009.0,55.0,4.49,72.0,,/players/M/MoorWi99.htm,William Moore,DB,221.0
1981-01-06 00:00:00,9.0,120.0,6.95,4.14,35.5,2003.0,120.0,4.49,71.0,,/players/S/SamuAs20.htm,Asante Samuel,DB,185.0
1982-04-11 00:00:00,15.0,120.0,6.97,3.75,36.0,2004.0,10.0,4.34,71.0,,/players/R/RobiDu20.htm,Dunta Robinson,DB,186.0
1984-08-23 00:00:00,0.0,0.0,0.0,0.0,0.0,2009.0,24.0,4.98,74.0,,/players/J/JerrPe99.htm,Peria Jerry,DL,299.0
1983-07-19 00:00:00,,,,,,,,,,,/players/G/GrimBr20.htm,Brent Grimes,DB,
1981-10-12 00:00:00,21.0,109.0,7.7,4.57,29.5,2005.0,59.0,4.87,74.0,,/players/B/BabiJo20.htm,Jonathan Babineaux,DL,286.0
1985-09-12 00:00:00,29.0,112.0,7.08,4.56,31.5,2008.0,154.0,4.85,75.0,,/players/B/BierKr99.htm,Kroy Biermann,LB,246.0
1978-05-06 00:00:00,0.0,0.0,0.0,0.0,0.0,2000.0,13.0,4.55,76.0,,/players/A/AbraJo00.htm,John Abraham,DL,252.0
1987-04-26 00:00:00,29.0,0.0,0.0,0.0,33.0,2009.0,210.0,5.32,74.0,,/players/W/WalkVa99.htm,Vance Walker,DL,304.0
1985-01-01 00:00:00,30.0,114.0,7.71,4.57,39.0,2006.0,127.0,4.81,77.0,,/players/E/EdwaRa21.htm,Ray Edwards,DL,273.0
1986-12-01 00:00:00,14.0,110.0,6.93,4.16,34.5,2009.0,90.0,4.44,70.0,,/players/O/OwenCh99.htm,Chris Owens,DB,181.0
1989-08-05 00:00:00,17.0,112.0,7.21,4.37,32.0,2011.0,230.0,4.81,75.0,,/players/M/MattCl01.htm,Cliff Matthews,DL,257.0
1987-09-27 00:00:00,24.0,123.0,0.0,0.0,37.5,2011.0,91.0,4.73,73.0,,/players/D/DentAk00.htm,Akeem Dent,LB,242.0
1988-12-09 00:00:00,30.0,102.0,0.0,0.0,26.0,2012.0,249.0,5.12,76.0,,/players/R/RobeTr00.htm,Travian Robertson,DL,302.0
1987-10-08 00:00:00,10.0,117.0,7.32,4.33,33.5,2010.0,135.0,4.46,71.0,,/players/F/FranDo99.htm,Dominique Franks,DB,194.0
1987-10-18 00:00:00,8.0,0.0,0.0,0.0,0.0,2011.0,192.0,4.78,73.0,,/players/B/BoshMa00.htm,Matthew Bosher,P,208.0
1985-09-17 00:00:00,,,,,,,,,,,/players/S/SmitAn01.htm,Antone Smith,RB,
1983-12-26 00:00:00,22.0,0.0,0.0,0.0,0.0,2008.0,138.0,4.7,70.0,,/players/J/JameRo99.htm,Robert James,LB,219.0
1980-09-29 00:00:00,28.0,113.0,0.0,0.0,0.0,2002.0,94.0,4.58,72.0,,/players/H/HopeCh21.htm,Chris Hope,DB,210.0
1989-04-27 00:00:00,15.0,0.0,0.0,0.0,0.0,2012.0,,4.82,73.0,,/players/H/HarrJo02.htm,Josh Harris,OL,252.0
1975-05-29 00:00:00,,,,,,,,,,,/players/B/bryanmat01.htm,Matt Bryant,K,
1976-06-17 00:00:00,,,,,,,36.0,,,,/players/P/PeteMi20.htm,Mike Peterson,LB,
1989-07-12 00:00:00,27.0,95.0,8.03,4.96,25.5,2011.0,55.0,5.27,74.0,,/players/H/HudsRo00.htm,Rodney Hudson,OL,299.0
1983-11-17 00:00:00,0.0,108.0,7.47,4.44,29.0,2006.0,66.0,4.94,79.0,,/players/W/WinsEr20.htm,Eric Winston,OL,310.0
1984-11-04 00:00:00,23.0,111.0,7.97,4.78,26.0,2008.0,15.0,5.17,78.0,,/players/A/AlbeBr20.htm,Branden Albert,OL,309.0
1988-07-21 00:00:00,0.0,0.0,0.0,0.0,0.0,2010.0,68.0,5.07,76.0,,/players/A/AsamJo20.htm,Jon Asamoah,OL,305.0
1981-10-15 00:00:00,,,,,,,,,,,/players/L/LiljRy20.htm,Ryan Lilja,OL,
1982-05-17 00:00:00,,,,,,,230.0,,,,/players/C/CassMa00.htm,Matt Cassel,QB,
1984-09-21 00:00:00,0.0,125.0,6.81,4.35,33.0,2007.0,23.0,4.51,74.0,,/players/B/BoweDw00.htm,Dwayne Bowe,WR,221.0
1989-08-25 00:00:00,20.0,118.0,0.0,4.06,37.5,2010.0,36.0,4.53,69.0,,/players/M/McClDe00.htm,Dexter McCluster,WR,172.0
1983-08-20 00:00:00,0.0,124.0,6.9,4.29,33.0,2007.0,142.0,4.46,72.0,,/players/B/BreaSt00.htm,Steve Breaston,WR,193.0
1987-06-08 00:00:00,18.0,113.0,7.1,4.42,34.0,2010.0,93.0,4.69,75.0,,/players/M/MoeaTo00.htm,Tony Moeaki,TE,245.0
1984-01-11 00:00:00,0.0,116.0,6.96,4.41,35.0,2007.0,153.0,4.78,78.0,,/players/B/BossKe00.htm,Kevin Boss,TE,252.0
1986-12-27 00:00:00,0.0,122.0,6.8,4.22,30.5,2008.0,73.0,4.38,71.0,,/players/C/CharJa00.htm,Jamaal Charles,RB,200.0
1987-12-07 00:00:00,21.0,118.0,7.15,4.2,34.0,2011.0,,4.73,71.0,,/players/D/DrauSh00.htm,Shaun Draughn,RB,213.0
1989-08-10 00:00:00,20.0,129.0,7.07,4.34,42.0,2011.0,26.0,4.49,76.0,,/players/B/BaldJo00.htm,Jonathan Baldwin,WR,228.0
1986-01-21 00:00:00,26.0,117.0,7.15,0.0,30.5,2008.0,227.0,4.64,73.0,,/players/H/HillPe00.htm,Peyton Hillis,RB,240.0
1990-06-15 00:00:00,,,,,,,,,,,/players/E/EachNa00.htm,Nate Eachus,RB,
1982-10-08 00:00:00,,,,,,,223.0,,,,/players/R/ReevJa20.htm,Jacques Reeves,DB,
1982-11-22 00:00:00,0.0,120.0,7.2,3.87,37.5,2005.0,15.0,4.52,75.0,,/players/J/JohnDe25.htm,Derrick Johnson,LB,242.0
1988-12-29 00:00:00,19.0,130.0,6.8,4.23,43.0,2010.0,5.0,4.4,72.0,,/players/B/BerrEr99.htm,Eric Berry,DB,211.0
1983-07-26 00:00:00,0.0,129.0,6.63,3.9,36.5,2005.0,38.0,4.27,73.0,,/players/R/RoutSt20.htm,Stanford Routt,DB,193.0
1989-01-12 00:00:00,30.0,125.0,6.95,4.37,36.5,2011.0,70.0,4.62,75.0,,/players/H/HousJu00.htm,Justin Houston,LB,270.0
1981-10-15 00:00:00,,,,,,,,,,,/players/E/ElamAb20.htm,Abram Elam,DB,
1990-08-18 00:00:00,44.0,105.0,7.9,4.56,29.5,2012.0,11.0,4.89,75.0,,/players/P/PoexDo00.htm,Dontari Poe,DL,346.0
1985-08-01 00:00:00,0.0,0.0,0.0,0.0,0.0,2008.0,5.0,5.12,73.0,,/players/D/DorsGl99.htm,Glenn Dorsey,DL,297.0
1986-06-06 00:00:00,0.0,102.0,7.64,4.8,28.5,2009.0,3.0,4.94,76.0,,/players/J/JackTy98.htm,Tyson Jackson,DL,296.0
1982-09-08 00:00:00,0.0,120.0,6.95,3.97,35.0,2005.0,104.0,4.54,73.0,,/players/D/DaniTr20.htm,Travis Daniels,DB,194.0
1984-12-01 00:00:00,,,,,,,,,,,/players/J/JoneEd22.htm,Edgar Jones,DL,
1987-07-24 00:00:00,,,,,,,,,,,/players/B/BelcJo00.htm,Jovan Belcher,LB,
1987-10-28 00:00:00,0.0,112.0,0.0,0.0,0.0,2010.0,50.0,4.6,69.0,,/players/A/ArenJa99.htm,Javier Arenas,DB,197.0
1985-09-16 00:00:00,,,,,,,203.0,,,,/players/S/StudAn99.htm,Andy Studebaker,LB,
1985-04-06 00:00:00,,,,,,,,,,,/players/P/PitoRo00.htm,Ropati Pitoitua,DL,
1987-03-15 00:00:00,27.0,93.0,8.17,5.06,25.0,2011.0,199.0,5.25,74.0,,/players/P/PoweJe00.htm,Jerrell Powe,DL,335.0
1988-02-12 00:00:00,0.0,115.0,7.23,4.53,33.0,2010.0,142.0,4.92,74.0,,/players/S/ShefCa99.htm,Cameron Sheffield,LB,257.0
1982-03-12 00:00:00,0.0,116.0,7.34,4.31,35.5,2004.0,,4.53,72.0,,/players/C/CoppTe00.htm,Terrance Copper,WR,208.0
1985-06-05 00:00:00,,,,,,,,,,,/players/G/GreeCo01.htm,Cory Greenwood,LB,
1989-08-09 00:00:00,,,,,,,,,,,/players/H/HartTy00.htm,Tysyn Hartman,DB,
1985-12-05 00:00:00,0.0,109.0,7.34,0.0,30.5,2007.0,240.0,4.62,74.0,,/players/S/SileBr99.htm,Brandon Siler,LB,241.0
1990-01-08 00:00:00,26.0,102.0,8.01,4.9,27.5,2012.0,44.0,5.17,76.0,,/players/A/AlleJe01.htm,Jeff Allen,OL,307.0
1985-11-06 00:00:00,,,,,,,237.0,,,,/players/O/OConJa00.htm,Jake O'Connell,TE,
1986-09-19 00:00:00,,,,,,,256.0,,,,/players/S/SuccRy44.htm,Ryan Succop,K,
1988-09-30 00:00:00,19.0,114.0,7.52,4.78,35.5,2012.0,74.0,4.94,77.0,,/players/S/StepDo00.htm,Donald Stephenson,OL,312.0
1983-01-29 00:00:00,,,,,,,,,,,/players/G/GaffTh20.htm,Thomas Gafford,LB,
1982-05-06 00:00:00,0.0,0.0,0.0,0.0,0.0,2005.0,99.0,4.88,74.0,,/players/C/ColqDu20.htm,Dustin Colquitt,P,211.0
1988-09-02 00:00:00,17.0,123.0,0.0,0.0,39.0,2012.0,107.0,4.36,69.0,,/players/W/WyliDe00.htm,Devon Wylie,WR,187.0
1987-10-14 00:00:00,24.0,116.0,6.85,4.25,35.5,2011.0,118.0,4.52,73.0,,/players/B/BrowJa00.htm,Jalil Brown,DB,204.0
1989-07-06 00:00:00,30.0,0.0,7.33,4.65,27.0,2012.0,4.0,4.96,79.0,,/players/K/KaliMa00.htm,Matt Kalil,OL,306.0
1986-01-21 00:00:00,24.0,95.0,8.18,5.06,29.0,2009.0,54.0,5.45,80.0,,/players/L/LoadPh20.htm,Phil Loadholt,OL,332.0
1989-11-09 00:00:00,0.0,0.0,0.0,0.0,0.0,2011.0,43.0,4.83,78.0,,/players/R/RudoKy00.htm,Kyle Rudolph,TE,259.0
1985-08-08 00:00:00,21.0,103.0,7.62,4.55,30.0,2008.0,187.0,5.35,75.0,,/players/S/SullJo24.htm,John Sullivan,OL,301.0
1984-05-02 00:00:00,,,,,,,199.0,,,,/players/J/JohnCh23.htm,Charlie Johnson,OL,
1988-07-26 00:00:00,26.0,108.0,7.29,4.43,28.5,2011.0,172.0,5.18,76.0,,/players/F/FuscBr00.htm,Brandon Fusco,OL,306.0
1988-02-25 00:00:00,0.0,116.0,6.85,4.09,34.0,2011.0,12.0,4.63,74.0,,/players/P/PondCh00.htm,Christian Ponder,QB,229.0
1988-05-28 00:00:00,19.0,0.0,0.0,0.0,0.0,2009.0,22.0,4.39,71.0,,/players/H/HarvPe00.htm,Percy Harvin,WR,192.0
1982-06-18 00:00:00,0.0,0.0,0.0,0.0,0.0,2004.0,29.0,4.4,76.0,,/players/J/JenkMi00.htm,Michael Jenkins,WR,218.0
1986-07-03 00:00:00,30.0,110.0,7.2,4.46,32.5,2008.0,146.0,4.68,72.0,,/players/F/FeltJe00.htm,Jerome Felton,RB,241.0
1985-03-21 00:00:00,0.0,127.0,7.09,4.4,38.5,2007.0,7.0,4.4,73.0,,/players/P/PeteAd01.htm,Adrian Peterson,RB,217.0
1984-05-23 00:00:00,0.0,120.0,7.04,4.16,39.0,2006.0,233.0,4.35,74.0,,/players/A/AromDe00.htm,Devin Aromashodu,WR,201.0
1987-03-28 00:00:00,22.0,118.0,6.94,4.25,38.0,2010.0,51.0,4.5,72.0,,/players/G/GerhTo00.htm,Toby Gerhart,RB,231.0
1984-05-12 00:00:00,20.0,113.0,7.12,4.28,30.5,2008.0,38.0,4.88,77.0,,/players/C/CarlJo00.htm,John Carlson,TE,251.0
1989-12-11 00:00:00,19.0,117.0,7.04,4.31,34.5,2011.0,236.0,4.5,73.0,,/players/B/BurtSt00.htm,Stephen Burton,WR,221.0
1988-10-03 00:00:00,0.0,109.0,0.0,0.0,31.5,2012.0,128.0,4.78,77.0,,/players/E/ElliRh00.htm,Rhett Ellison,RB,251.0
1987-07-24 00:00:00,22.0,104.0,7.09,4.37,30.0,2011.0,,4.77,71.0,,/players/A/AsiaMa00.htm,Matt Asiata,RB,229.0
1987-09-07 00:00:00,,,,,,,170.0,,,,/players/R/RaymMi00.htm,Mistral Raymond,DB,
1986-07-01 00:00:00,23.0,113.0,7.16,4.5,31.0,2008.0,,4.73,75.0,,/players/H/HendEr99.htm,Erin Henderson,LB,244.0
1983-01-12 00:00:00,16.0,117.0,7.0,4.22,33.5,2006.0,17.0,4.76,74.0,,/players/G/GreeCh99.htm,Chad Greenway,LB,242.0
1989-02-02 00:00:00,19.0,122.0,6.63,4.12,34.0,2012.0,29.0,4.54,74.0,,/players/S/SmitHa00.htm,Harrison Smith,DB,213.0
1987-02-15 00:00:00,7.0,132.0,6.88,4.23,38.0,2010.0,34.0,4.45,74.0,,/players/C/CookCh99.htm,Chris Cook,DB,212.0
1977-06-24 00:00:00,,,,,,,23.0,,,,/players/W/WinfAn20.htm,Antoine Winfield,DB,
1982-04-03 00:00:00,,,,,,,126.0,,,,/players/A/AlleJa22.htm,Jared Allen,DL,
1983-04-27 00:00:00,27.0,121.0,6.89,4.26,40.5,2007.0,102.0,4.67,75.0,,/players/R/RobiBr98.htm,Brian Robison,DL,259.0
1980-08-16 00:00:00,23.0,112.0,7.66,5.04,30.0,2003.0,9.0,4.81,77.0,,/players/W/WillKe98.htm,Kevin Williams,DL,304.0
1985-07-12 00:00:00,26.0,114.0,7.03,4.32,35.5,2009.0,150.0,4.67,74.0,,/players/B/BrinJa99.htm,Jasper Brinkley,LB,252.0
1987-06-21 00:00:00,26.0,0.0,0.0,0.0,0.0,2008.0,152.0,5.31,75.0,,/players/G/GuioLe99.htm,Letroy Guion,DL,303.0
1991-01-08 00:00:00,17.0,133.0,6.55,3.97,38.5,2012.0,66.0,4.29,70.0,,/players/R/RobiJo01.htm,Josh Robinson,DB,199.0
1987-12-22 00:00:00,32.0,0.0,0.0,0.0,0.0,2010.0,100.0,4.65,75.0,,/players/G/GrifEv99.htm,Everson Griffen,DL,273.0
1983-11-06 00:00:00,,,,,,,212.0,,,,/players/E/EvanFr21.htm,Fred Evans,DL,
1989-01-03 00:00:00,0.0,111.0,7.54,4.51,31.5,2011.0,106.0,4.75,76.0,,/players/B/BallCh00.htm,Christian Ballard,DL,283.0
1989-07-31 00:00:00,18.0,118.0,6.93,4.07,32.0,2011.0,139.0,4.5,72.0,,/players/B/BurtBr00.htm,Brandon Burton,DB,190.0
1988-01-01 00:00:00,30.0,119.0,7.24,4.32,35.5,2011.0,215.0,4.84,76.0,,/players/R/ReedD'00.htm,D'Aundre Reed,DL,261.0
1985-08-27 00:00:00,29.0,116.0,7.02,4.2,33.5,2009.0,231.0,4.43,70.0,,/players/S/SanfJa99.htm,Jamarca Sanford,DB,214.0
1985-12-11 00:00:00,27.0,112.0,0.0,0.0,0.0,2009.0,97.0,4.76,74.0,,/players/M/McKeTy99.htm,Tyrone McKenzie,LB,243.0
1988-08-07 00:00:00,,,,,,,,,,,/players/D/DeanLa00.htm,Larry Dean,LB,
1990-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,2012.0,175.0,4.96,69.0,,/players/W/WalsBl00.htm,Blair Walsh,K,187.0
1982-05-25 00:00:00,30.0,96.0,7.77,4.62,27.0,2005.0,207.0,5.18,77.0,,/players/B/BergJo20.htm,Joe Berger,OL,303.0
1981-12-24 00:00:00,,,,,,,,,,,/players/K/KluwCh20.htm,Chris Kluwe,P,
1981-01-27 00:00:00,,,,,,,,,,,/players/L/LoefCu20.htm,Cullen Loeffler,OL,
1987-09-30 00:00:00,,,,,,,,,,,/players/S/SherMa20.htm,Marcus Sherels,DB,
1988-09-29 00:00:00,14.0,108.0,7.31,4.59,28.0,2011.0,,4.9,74.0,,/players/R/ReisAl00.htm,Allen Reisner,TE,248.0
1989-09-07 00:00:00,12.0,116.0,6.71,3.97,34.0,2012.0,139.0,4.66,73.0,,/players/B/BlanRo00.htm,Robert Blanton,DB,208.0
1987-04-18 00:00:00,23.0,110.0,7.86,4.78,28.5,2009.0,8.0,5.18,77.0,,/players/M/MonrEu20.htm,Eugene Monroe,OL,309.0
1977-03-23 00:00:00,25.0,110.0,7.46,4.43,34.0,2000.0,60.0,5.12,75.0,,/players/M/MeesBr20.htm,Brad Meester,OL,298.0
1989-10-15 00:00:00,0.0,120.0,6.84,4.26,33.5,2011.0,10.0,4.61,76.0,,/players/G/GabbBl00.htm,Blaine Gabbert,QB,234.0
1984-03-20 00:00:00,24.0,0.0,0.0,0.0,0.0,2007.0,149.0,5.37,75.0,,/players/N/NwanUc20.htm,Uche Nwaneri,OL,325.0
1990-01-09 00:00:00,14.0,0.0,0.0,0.0,0.0,2012.0,5.0,4.46,73.0,,/players/B/BlacJu00.htm,Justin Blackmon,WR,207.0
1985-05-20 00:00:00,19.0,127.0,6.83,4.28,39.0,2007.0,75.0,4.38,74.0,,/players/R/RobiLa01.htm,Laurent Robinson,WR,199.0
1983-05-21 00:00:00,26.0,102.0,7.38,4.59,29.0,2006.0,129.0,4.96,77.0,,/players/W/WhimGu20.htm,Guy Whimper,OL,304.0
1989-07-27 00:00:00,29.0,96.0,7.73,4.6,25.0,2012.0,,5.22,76.0,,/players/B/BrewMi00.htm,Mike Brewster,OL,312.0
1984-05-19 00:00:00,23.0,118.0,7.24,4.82,37.0,2006.0,28.0,4.8,78.0,,/players/L/LewiMa00.htm,Marcedes Lewis,TE,261.0
1985-03-23 00:00:00,18.0,116.0,7.08,4.38,36.0,2006.0,60.0,4.39,67.0,,/players/D/DrewMa00.htm,Maurice Jones-Drew,RB,207.0
1987-06-04 00:00:00,0.0,126.0,6.65,4.28,40.5,2009.0,107.0,4.3,68.0,,/players/T/ThomMi01.htm,Mike Thomas,WR,195.0
1981-05-09 00:00:00,0.0,0.0,0.0,0.0,0.0,2004.0,55.0,4.55,73.0,,/players/J/JoneGr01.htm,Greg Jones,RB,249.0
1987-10-14 00:00:00,24.0,100.0,7.87,4.91,28.5,2009.0,39.0,5.14,78.0,,/players/B/BritEb20.htm,Eben Britton,OL,309.0
1987-09-14 00:00:00,,,,,,,,,,,/players/B/BradCa00.htm,Cameron Bradfield,OL,
1985-03-26 00:00:00,29.0,120.0,6.86,4.2,34.0,2009.0,250.0,4.52,73.0,,/players/J/JennRa00.htm,Rashad Jennings,RB,231.0
1984-05-04 00:00:00,,,,,,,,,,,/players/O/OwenMo01.htm,Montell Owens,RB,
1987-12-22 00:00:00,21.0,114.0,6.5,4.07,34.5,2011.0,114.0,4.5,72.0,,/players/S/ShorCe00.htm,Cecil Shorts,WR,205.0
1986-05-04 00:00:00,20.0,106.0,7.75,4.48,31.0,2009.0,,4.9,79.0,,/players/P/PottZa99.htm,Zach Potter,TE,279.0
1988-12-21 00:00:00,,,,,,,,,,,/players/E/ElliKe02.htm,Kevin Elliott,WR,
1985-12-30 00:00:00,19.0,125.0,6.96,4.29,34.0,2008.0,176.0,4.47,71.0,,/players/P/ParmJa00.htm,Jalen Parmele,RB,224.0
1983-12-14 00:00:00,27.0,116.0,6.99,4.25,33.5,2006.0,191.0,4.76,75.0,,/players/M/MincJe99.htm,Jeremy Mincey,DL,259.0
1982-12-30 00:00:00,18.0,124.0,0.0,4.27,37.5,2006.0,146.0,4.64,73.0,,/players/L/LandDa21.htm,Dawan Landry,DB,220.0
1986-01-23 00:00:00,16.0,116.0,7.31,4.38,33.5,2008.0,113.0,4.54,71.0,,/players/L/LoweDw99.htm,Dwight Lowery,DB,201.0
1984-10-10 00:00:00,22.0,116.0,6.94,4.2,37.0,2007.0,34.0,4.7,74.0,,/players/P/PoluPa99.htm,Paul Posluszny,LB,238.0
1982-09-15 00:00:00,17.0,118.0,6.67,4.15,34.0,2007.0,20.0,4.44,72.0,,/players/R/RossAa99.htm,Aaron Ross,DB,193.0
1986-05-05 00:00:00,,,,,,,,,,,/players/A/AlleRu00.htm,Russell Allen,LB,
1989-07-14 00:00:00,19.0,120.0,7.19,4.25,32.5,2012.0,38.0,4.67,76.0,,/players/B/BranAn00.htm,Andre Branch,DL,259.0
1987-05-12 00:00:00,21.0,116.0,7.15,4.43,35.5,2010.0,10.0,4.87,74.0,,/players/A/AluaTy99.htm,Tyson Alualu,DL,295.0
1986-07-04 00:00:00,0.0,103.0,7.9,4.78,28.0,2009.0,72.0,4.93,75.0,,/players/K/KnigTe99.htm,Terrance Knighton,DL,321.0
1986-11-21 00:00:00,25.0,117.0,6.67,4.11,32.5,2010.0,,4.69,73.0,,/players/B/BoswKy00.htm,Kyle Bosworth,LB,236.0
1986-07-28 00:00:00,,,,,,,138.0,,,,/players/M/MiddWi98.htm,William Middleton,DB,
1983-08-06 00:00:00,27.0,100.0,8.21,4.64,27.5,2005.0,191.0,5.08,74.0,,/players/M/MoslC.20.htm,C.J. Mosley,DL,314.0
1988-04-02 00:00:00,12.0,118.0,6.92,4.15,35.5,2011.0,,4.58,72.0,,/players/R/RutlKe00.htm,Kevin Rutland,DB,190.0
1980-08-27 00:00:00,,,,,,,39.0,,,,/players/M/MathRa99.htm,Rashean Mathis,DB,
1988-12-30 00:00:00,,,,,,,,,,,/players/M/MorgAa00.htm,Aaron Morgan,LB,
1982-03-14 00:00:00,24.0,0.0,0.0,0.0,0.0,2004.0,39.0,4.67,74.0,,/players/S/SmitDa24.htm,Daryl Smith,LB,234.0
1987-04-28 00:00:00,,,,,,,121.0,,,,/players/P/ProsCh00.htm,Chris Prosinski,DB,
1990-09-02 00:00:00,,,,,,,,,,,/players/S/StanJu00.htm,Julian Stanford,LB,
1989-09-10 00:00:00,28.0,108.0,7.05,4.09,30.5,2012.0,142.0,4.72,73.0,,/players/M/MarsBr01.htm,Brandon Marshall,LB,242.0
1990-08-09 00:00:00,,,,,,,,,,,/players/B/BlakAn00.htm,Antwon Blake,DB,
1987-09-16 00:00:00,,,,,,,,,,,/players/C/ClohCo00.htm,Colin Cloherty,TE,
1982-06-23 00:00:00,0.0,0.0,0.0,0.0,0.0,2004.0,137.0,4.87,73.0,,/players/S/scobejos01.htm,Josh Scobee,K,191.0
1988-10-06 00:00:00,0.0,0.0,0.0,0.0,0.0,2012.0,70.0,4.86,76.0,,/players/A/AngeBr00.htm,Bryan Anger,P,208.0
1980-03-24 00:00:00,,,,,,,,,,,/players/C/CainJe20.htm,Jeremy Cain,LB,
1982-02-11 00:00:00,21.0,110.0,7.43,4.58,32.5,2006.0,47.0,5.05,76.0,,/players/C/CollDa20.htm,Daryn Colledge,OL,299.0
1989-08-01 00:00:00,22.0,103.0,7.7,4.95,27.5,2012.0,112.0,5.18,78.0,,/players/M/MassBo00.htm,Bobby Massie,OL,316.0
1981-03-29 00:00:00,,,,,,,,,,,/players/B/BatiDA20.htm,D'Anthony Batiste,OL,
1982-01-30 00:00:00,21.0,93.0,7.83,4.83,28.5,2005.0,94.0,5.34,77.0,,/players/S/SnydAd20.htm,Adam Snyder,OL,316.0
1984-03-16 00:00:00,,,,,,,,,,,/players/S/SendLy20.htm,Lyle Sendlein,OL,
1983-08-31 00:00:00,0.0,0.0,0.0,0.0,0.0,2004.0,3.0,4.48,75.0,,/players/F/FitzLa00.htm,Larry Fitzgerald,WR,225.0
1988-01-09 00:00:00,15.0,120.0,6.77,4.15,36.0,2010.0,88.0,4.4,71.0,,/players/R/RobeAn00.htm,Andre Roberts,WR,195.0
